total_usd,avg_usd,tx_count,active_days,last_action_days_ago,deposit_count,borrow_count,repay_count,redeemunderlying_count,liquidationcall_count,repay_to_borrow_ratio,redeem_to_deposit_ratio,liquidation_rate,tx_per_day,predicted_score,userWallet
1.57E+16,3.92368E+15,4,1,1547,1,1,1,1,0,0.5,0.5,0,4,999.2220014,0x000c8e2871750f458bf1de8ab528dda09bc95db6
3.61968E+14,5.09814E+12,71,67,1418,20,20,17,14,0,0.80952381,0.666666667,0,1.059701493,987.2405107,0x000cdb5d7a2cda2947603f2993f05db57e3197dc
2.82106E+14,4.70176E+13,6,31,1466,4,1,1,0,0,0.5,0,0,0.193548387,936.0957884,0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e
1218108806,1218108806,1,1,1497,1,0,0,0,0,0,0,0,1,274.6815063,0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636
1.39206E+11,1.39206E+11,1,1,1516,1,0,0,0,0,0,0,0,1,482.8222545,0x000dd5baf04ffe492508f5f45ac3d9374b193f57
7.60406E+14,9.50508E+13,8,81,1428,1,3,2,2,0,0.5,1,0,0.098765432,1005.567518,0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39
1.04E+16,1.30118E+15,8,21,1415,6,0,0,2,0,0,0.285714286,0,0.380952381,997.0512829,0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9
7.0019E+14,7.0019E+13,10,27,1500,5,2,2,1,0,0.666666667,0.166666667,0,0.37037037,984.1387285,0x000e840a3122ec28d0c29321db172375cb049762
1.07563E+14,4.88924E+12,22,2,1420,8,6,4,4,0,0.571428571,0.444444444,0,11,966.9966485,0x000e9bd1d42999446d60ff60f1fb3afb13604202
1.09725E+12,1.09725E+12,1,1,1455,1,0,0,0,0,0,0,0,1,626.876196,0x000eab293e332bd6e67018a9150e8807bfac3233
1.84866E+14,9.24331E+13,2,16,1491,1,0,0,1,0,0,0.5,0,0.125,879.424279,0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1
6.69E+16,2.67513E+15,25,19,1526,7,6,3,9,0,0.428571429,1.125,0,1.315789474,998.864585,0x000f4432a40560bbff1b581a8b7aded8dab80026
1.50E+20,2.06E+18,73,3,1544,26,19,13,15,0,0.65,0.555555556,0,24.33333333,1001.025095,0x000f7f22bfc28d940d4b68e13213ab17cf107790
4.65276E+15,4.84663E+13,96,2,1496,32,30,17,17,0,0.548387097,0.515151515,0,48,1008.636665,0x000f908720f9ce164d90f4fc89459fab4442907f
1.22128E+15,1.52661E+14,8,9,1467,3,1,1,3,0,0.5,0.75,0,0.888888889,995.4215814,0x000fbfec300959d0f2f327728a889c1f5de8e2df
4.50405E+15,1.12601E+15,4,1,1551,1,1,1,1,0,0.5,0.5,0,4,999.2220014,0x0011730224657eb527cf736039854c3a3f140e63
2.61126E+14,6.52815E+13,4,1,1474,2,1,1,0,0,0.5,0,0,4,943.5364313,0x00120ea6fdbaf057eadc1bd149f957488444e92c
2.29618E+12,1.14809E+12,2,3,1458,2,0,0,0,0,0,0,0,0.666666667,662.057285,0x0012668072f7e0579caf7e047713d8b6d476d0db
2.81E+16,1.21652E+14,231,63,1463,101,24,93,11,2,3.72,0.107843137,0.00862069,3.666666667,1001.564328,0x00129c4ce6be31b273de64c65ff3fcdd4706a002
9.9013E+12,9.9013E+12,1,1,1466,0,0,0,1,0,0,1,0,1,777.6169062,0x0012a7f00af8a643ba5a6aa187f915b4c13289df
2.0424E+11,2.0424E+11,1,1,1513,1,0,0,0,0,0,0,0,1,497.221546,0x00130437654e7e86cbbeeaf34f4771df6a1fb45c
2.435337782,1.217668891,2,7,1455,2,0,0,0,0,0,0,0,0.285714286,-1.178434719,0x00133f29e7d424f4e5773532b3fc35d020e9c54e
1.70E+17,4.70993E+15,36,31,1489,10,6,9,11,0,1.285714286,1,0,1.161290323,1000.50632,0x0014dfac19477a83d7354e6eaac28642c1959398
7.35463E+15,2.45154E+14,30,133,1417,19,2,0,9,0,0,0.45,0,0.22556391,996.7255921,0x001589fe1923c2118f34e4277f2ef650fcbf0161
5.89055E+15,3.10029E+14,19,21,1418,10,7,0,2,0,0,0.181818182,0,0.904761905,996.7255921,0x00159370cbe576b765a7fb2e78582e0cb563d445
28.2742808,14.1371404,2,1,1513,1,0,0,1,0,0,0.5,0,2,-0.052058382,0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead
25344644512,12672322256,2,1,1530,1,1,0,0,0,0,0,0,2,390.9186199,0x0016469a65facda9e86fd0ae0e9661128843c224
2.02457E+11,2.02457E+11,1,1,1513,1,0,0,0,0,0,0,0,1,497.221546,0x0016dcd1d3c93067dce5bb30dc33258f36d33308
7.95098E+15,1.4724E+14,54,58,1421,15,13,10,16,0,0.714285714,1,0,0.931034483,1000.79857,0x00183135585d70a523d61b2e43037a7138b36906
2.54581E+14,6.36453E+13,4,1,1556,1,1,1,1,0,0.5,0.5,0,4,925.9966234,0x00184e8aa1e95f491f2d9601e12b540092160ded
260583128.6,3619210.12,72,23,1509,72,0,0,0,0,0,0,0,3.130434783,188.7519271,0x0018583d7654803d2c59467e10dec5f70bbe1851
2.259609878,1.129804939,2,6,1459,2,0,0,0,0,0,0,0,0.333333333,-1.178434719,0x001875a076b3cfe1c9535d76b0345c16e3d61118
6.33E+16,2.87593E+15,22,54,1438,9,2,2,9,0,0.666666667,0.9,0,0.407407407,1001.002007,0x0018d044b946ede86b43bb3b964a45772a5abeb9
2.03832E+14,4.07665E+13,5,15,1477,0,1,2,2,0,1,2,0,0.333333333,1009.378299,0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee
1.26608E+11,1.26608E+11,1,1,1516,1,0,0,0,0,0,0,0,1,482.8222545,0x0019bd9f6142943f3a03a8a62d0001a95213f555
9.01293E+14,4.50646E+14,2,1,1558,1,1,0,0,0,0,0,0,2,890.5624849,0x001b024b98ee862aa01eea595c4c16a0213d2611
4.67108E+13,1.45971E+12,32,24,1483,10,6,7,9,0,1,0.818181818,0,1.333333333,931.134938,0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9
2.14E+17,4.76488E+15,45,10,1490,12,10,9,14,0,0.818181818,1.076923077,0,4.5,1004.559187,0x001bc97d92e1a30b02d4e75be25f06063555d556
1.58608E+12,7.93042E+11,2,21,1440,2,0,0,0,0,0,0,0,0.095238095,651.5910718,0x001be549fa377710b9e59d57bbdf593ce1e379ca
1.81243E+12,9.06214E+11,2,10,1457,2,0,0,0,0,0,0,0,0.2,642.2059796,0x001c88d92d199c9eb936ed3d6758da7c48e4d08e
1.56599E+12,1.56599E+12,1,1,1458,1,0,0,0,0,0,0,0,1,645.9870044,0x001d2a3192a49e28cac0a7abcaa916648c62b982
1.133785131,1.133785131,1,1,1456,1,0,0,0,0,0,0,0,1,-0.097221843,0x001d4aa3f14b6e0019e5615e9c8eb50659061220
566.6408227,566.6408227,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x001f96b7e19a54ae45f451b0148336504d03fdcf
1.51991E+15,2.53318E+14,6,69,1423,5,0,0,1,0,0,0.166666667,0,0.086956522,996.8434445,0x001fbfc5e2b56d372d642f5f1b52b5cde4584779
0.023605146,0.023605146,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x00202f8f6bb6f100241ce0726922f2bd4c7196ee
2068000.923,2068000.923,1,1,1452,0,0,0,1,0,0,1,0,1,51.49976811,0x0020c5222a24e4a96b720c06b803fb8d34adc0af
1.15796E+12,5.78978E+11,2,7,1460,2,0,0,0,0,0,0,0,0.285714286,630.4322951,0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4
1.1057E+12,1.1057E+12,1,1,1460,1,0,0,0,0,0,0,0,1,626.876196,0x00222d56e0509a5e9ab05c588c548290a5e9f876
1.18865E+12,1.18865E+12,1,1,1460,1,0,0,0,0,0,0,0,1,633.2115245,0x002379916ac42a432f3b53f16782d33267debb4c
2.259609878,1.129804939,2,6,1459,2,0,0,0,0,0,0,0,0.333333333,-1.178434719,0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be
15.18957891,7.594789453,2,1,1460,2,0,0,0,0,0,0,0,2,0.913319307,0x0023d9ffe7d793895c5da5833d56c737832ead2b
5.129981411,5.129981411,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x0023e0f24acc95e838f76f81ab3d69e40b9b1933
3.10331E+12,1.55165E+12,2,2,1460,2,0,0,0,0,0,0,0,1,672.237535,0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff
1015.376097,1015.376097,1,1,1440,0,0,0,1,0,0,1,0,1,1.574594895,0x0024461e7a8ce7157866eaa4c24b702d328250ce
26044090290,26044090290,1,1,1483,1,0,0,0,0,0,0,0,1,413.9983841,0x0024511a019f836ddd88902bb516b4f0b3a2dcf9
2.57E+19,5.85E+17,44,22,1488,30,9,2,3,0,0.2,0.096774194,0,2,1000.202269,0x00246f7813397868b1beec56e1677efa47816dae
1.42202E+11,1.42202E+11,1,1,1516,1,0,0,0,0,0,0,0,1,482.8222545,0x0025a856d01a898bd52286d56c52323b13937b65
36953356056,18476678028,2,1,1529,1,1,0,0,0,0,0,0,2,417.0207075,0x00261d225db379b3fc74cd0228d6f90582d39035
316.6518196,31.66518196,10,4,1494,4,3,1,2,0,0.25,0.4,0,2.5,-0.388645245,0x00262ffcfda82b5582d1905ca05b849f196b0419
1.62091E+11,1.62091E+11,1,1,1515,1,0,0,0,0,0,0,0,1,488.0629311,0x0026bc865efa2fb74d18c3be5a77c780756e50e6
1.862989298,1.862989298,1,1,1455,1,0,0,0,0,0,0,0,1,-0.097221843,0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd
2.04591E+11,2.04591E+11,1,1,1513,1,0,0,0,0,0,0,0,1,497.221546,0x002761f50e9c9e98e4ca367ef215f3643eec9dd9
1.53699E+14,5.12331E+12,30,21,1481,17,7,5,1,0,0.625,0.055555556,0,1.428571429,929.1763142,0x002775390698ef16589bb22bba37ae7906ae2f36
1.886450926,1.886450926,1,1,1454,1,0,0,0,0,0,0,0,1,-0.097221843,0x0027c6cd01364a3c5d29f72269b36dfe85628193
6.46589E+14,4.97376E+13,13,2,1417,6,2,2,3,0,0.666666667,0.428571429,0,6.5,1007.613841,0x0027f7335d610f15b325baa5798414548720fcaa
7.201520674,7.201520674,1,1,1454,1,0,0,0,0,0,0,0,1,-0.097221843,0x00283b611db7844cb5677b311afd67c8e3078518
37375320100,37375320100,1,1,1534,1,0,0,0,0,0,0,0,1,407.86744,0x00296e3cb10f1ddf6be160aa9722d7a288957b66
2.12349E+12,1.06175E+12,2,4,1460,2,0,0,0,0,0,0,0,0.5,659.5641396,0x0029ab135b5be72168bf80f140d60a9264dbd0c5
1.105875572,1.105875572,1,1,1455,1,0,0,0,0,0,0,0,1,-0.097221843,0x002a63fb3bb81ccc222e2d8192eb95a5767a2151
5.49712E+15,1.34076E+14,41,83,1455,12,10,5,14,0,0.454545455,1.076923077,0,0.493975904,1000.832163,0x002aea16059a7d4bef638a03b61a9e80ef07e745
3.141551303,1.570775651,2,1,1460,2,0,0,0,0,0,0,0,2,0.913319307,0x002bb13a55bf4525f02717708dd4534ecc475193
1.159747348,1.159747348,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x002c77a71d54e6da4b28690fe1676752a74a67eb
3.54759E+11,70951747503,5,19,1543,2,1,1,1,0,0.5,0.333333333,0,0.263157895,573.2409971,0x002cd2707daccbd5f3f192a565fca0a2cea021a6
3.50E+17,1.3816E+15,253,102,1459,98,64,38,53,0,0.584615385,0.535353535,0,2.480392157,1002.604776,0x002d2715b179d0db3e17cc28317a98f2f65e6884
1.05831E+12,1.05831E+12,1,1,1459,1,0,0,0,0,0,0,0,1,626.6106632,0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50
7.54123E+15,2.60042E+14,29,129,1425,5,5,16,3,0,2.666666667,0.5,0,0.224806202,1000.379998,0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b
7.86E+16,9.24676E+14,85,81,1417,32,13,15,25,0,1.071428571,0.757575758,0,1.049382716,1000.186961,0x002de04d579930686698abab5f48bda0b24fb9fc
2.14E+16,5.34067E+15,4,1,1551,1,1,1,1,0,0.5,0.5,0,4,999.2220014,0x002e5e69ae7c8999834ee24aeb5c26ad05433820
8.53489E+13,1.42248E+13,6,72,1432,1,0,0,5,0,0,2.5,0,0.083333333,952.0799964,0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3
0.012361425,0.012361425,1,1,1463,1,0,0,0,0,0,0,0,1,-1.252323715,0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7
9.18753E+15,8.50697E+13,108,106,1419,61,26,12,9,0,0.444444444,0.14516129,0,1.018867925,1000.167638,0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6
44888.71384,22444.35692,2,1,1476,0,0,0,2,0,0,2,0,2,4.554753863,0x0030040e8d836ac3e546c354f9b373e70a14deeb
2.12E+16,3.65755E+14,58,41,1415,35,23,0,0,0,0,0,0,1.414634146,992.8828525,0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8
1.81505E+12,1.81505E+12,1,1,1457,1,0,0,0,0,0,0,0,1,655.5883147,0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93
393.7179609,131.2393203,3,34,1422,1,0,0,2,0,0,1,0,0.088235294,1.234549468,0x003064605a8677d5b2e8def620ac67d8f1f1b5ed
2.259609878,1.129804939,2,6,1459,2,0,0,0,0,0,0,0,0.333333333,-1.178434719,0x003094a91a3b5523bc601b221f80183bd347e9ae
47687924495,47687924495,1,1,1466,1,0,0,0,0,0,0,0,1,447.9294771,0x0030a2c2268c9faafeae8ea22802db8b3c87f82c
2.98E+17,4.44223E+15,67,74,1418,37,11,11,8,0,0.916666667,0.210526316,0,0.905405405,1001.035906,0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a
1.00316E+12,1.00316E+12,1,1,1461,1,0,0,0,0,0,0,0,1,625.3982865,0x0030de8f624d2b2513c6dbbff788bb109b80304d
9008727.638,4504363.819,2,1,1464,2,0,0,0,0,0,0,0,2,66.71752736,0x0030e3b40e23f92bd064457fd1fb848482a0bde5
4.7646E+15,2.97787E+14,16,75,1425,8,7,1,0,0,0.125,0,0,0.213333333,996.65914,0x0030ee334630838ea4dee0b4b6ecbc973529031f
1.05191E+12,1.05191E+12,1,1,1463,1,0,0,0,0,0,0,0,1,625.1818719,0x0031fc2cc920357b9767ab93200c5bf69c43e8e7
2.65548E+13,1.32774E+13,2,1,1457,2,0,0,0,0,0,0,0,2,792.5646841,0x00326e37cef76788f6b0cf643c94481d60bd3d58
1.01E+19,1.94E+16,523,104,1437,179,154,148,42,0,0.95483871,0.233333333,0,5.028846154,1003.198974,0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0
2015703.479,403140.6958,5,7,1430,0,0,0,5,0,0,5,0,0.714285714,194.8493268,0x003325d3054cd7668fb16f19ea11bae6d02a474c
1.91E+20,1.18E+18,162,25,1513,59,45,21,37,0,0.456521739,0.616666667,0,6.48,1001.600851,0x0034baeeb160a5f1032b6d124d3e87cc94d74e62
6.48774E+14,6.48774E+14,1,1,1491,1,0,0,0,0,0,0,0,1,922.0566469,0x0034d2a08772822866b08d2c585e5c8e25723760
1.44E+17,2.88E+16,5,31,1469,0,0,0,5,0,0,5,0,0.161290323,1003.055451,0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c
3.12217E+15,1.20083E+14,26,21,1491,14,8,2,2,0,0.222222222,0.133333333,0,1.238095238,996.1726714,0x0035e2e614e53a5ebf5a518dede926a7fcec4f91
1.02387E+13,1.02387E+13,1,1,1463,1,0,0,0,0,0,0,0,1,726.2272104,0x0036472d3ca5e7ab22477d62682b2a3d9436d328
4.45984E+15,1.65179E+14,27,13,1521,7,8,7,5,0,0.777777778,0.625,0,2.076923077,1000.372225,0x0036534c48a754163f0f446601f36bcfda840f57
3.45294E+15,3.13904E+14,11,38,1466,9,1,0,1,0,0,0.1,0,0.289473684,992.597361,0x00368bb9dba2ee83f3553feae59710b9c3743e09
1.01472E+12,1.01472E+12,1,1,1460,1,0,0,0,0,0,0,0,1,626.6106632,0x0036a2f1f6136bb9d7992f7def692126a279e702
7.87936E+15,1.83241E+14,43,57,1450,9,14,14,6,0,0.933333333,0.6,0,0.754385965,999.8098197,0x0036a3f98bc84afb07fe42421f5a14cfe3c33219
3.73396E+15,3.11163E+14,12,71,1430,4,2,2,4,0,0.666666667,0.8,0,0.169014085,1000.710216,0x0036bc671c03460dec7d0ab24f45df0cf33d042b
1.838240365,1.838240365,1,1,1455,1,0,0,0,0,0,0,0,1,-0.097221843,0x0037643e4ec2b622270676e9e7aa163b261cfb79
99402.6016,11044.73351,9,50,1457,3,0,0,6,0,0,1.5,0,0.18,3.088795936,0x0037aca1c1c45787a95c11dfaabed6308dc2ff80
1.55458E+14,5.55206E+12,28,68,1436,7,13,0,7,1,0,0.875,0.034482759,0.411764706,911.5357764,0x0037daf6fb154db55110ced85cb4ba9e1204ca17
1.093929712,1.093929712,1,1,1455,1,0,0,0,0,0,0,0,1,-0.097221843,0x0038281701bf3f51fdbb18903c6e18776780a9a1
5.18E+18,8.49634E+15,610,59,1473,328,100,76,106,0,0.752475248,0.32218845,0,10.33898305,1003.392047,0x00389de87cae34a6f89e13cc8225c4984add8b37
35519786289,17759893145,2,1,1530,1,1,0,0,0,0,0,0,2,417.0207075,0x0039e71541bdc798d062346bce94230bf519bb72
1.90E+16,3.17046E+15,6,3,1533,2,0,0,4,0,0,1.333333333,0,2,996.8263253,0x0039e762ecd8e8f074e93575dc395abfce4ef8b6
2.60E+18,1.47E+16,177,103,1417,131,22,12,12,0,0.52173913,0.090909091,0,1.718446602,1000.410736,0x003a85c562730b196f7cba202a2515f2ff855736
2.42794E+15,1.86765E+14,13,3,1499,4,5,4,0,0,0.666666667,0,0,4.333333333,998.4016598,0x003a969ef82e876824b4131a1bbafbdb46a2ca90
2.085925947,1.042962974,2,6,1457,2,0,0,0,0,0,0,0,0.333333333,-1.178434719,0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0
7.02863E+14,1.63457E+13,43,80,1415,39,3,0,1,0,0,0.025,0,0.5375,984.8761943,0x003ae6c26a2655eb54c1e53b03a266d97f3512e6
283.8746285,70.96865713,4,20,1509,2,0,0,2,0,0,0.666666667,0,0.2,-5.790121571,0x003b2816d976cebbf0cadec981ff59286b6d7f2f
0.732131713,0.183032928,4,33,1459,0,1,0,0,3,0,0,0.6,0.121212121,-10.81384835,0x003be39433bde975b12411fbc3025d49d813a84f
1.622958932,1.622958932,1,1,1458,1,0,0,0,0,0,0,0,1,-0.097221843,0x003cb0842811db8d115e28f13048dd83db391dcb
1.45601E+12,1.45601E+12,1,1,1458,1,0,0,0,0,0,0,0,1,640.7925177,0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7
6.91686E+15,1.15281E+15,6,2,1491,0,1,3,2,0,1.5,2,0,3,1003.700525,0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62
5.43E+16,1.75158E+15,31,93,1416,6,9,8,8,0,0.8,1.142857143,0,0.333333333,1002.140123,0x003e9a119439ef34de3237034cee95675b01d5d4
229407503.4,114703751.7,2,1,1473,2,0,0,0,0,0,0,0,2,188.367916,0x003ed65a094ef804c934f2427b601e03113882ff
1.26606E+15,8.79211E+12,144,42,1506,59,50,16,19,0,0.31372549,0.316666667,0,3.428571429,995.967726,0x003edfecb016131dbd485c72f3b6f2e98a1429d9
1.59393E+13,1.59393E+13,1,1,1416,1,0,0,0,0,0,0,0,1,806.2567785,0x003f705c2e62e268891d8aa2724e32f2176dc963
9.12E+16,2.33774E+15,39,32,1474,19,3,4,13,0,1,0.65,0,1.21875,1000.45579,0x00402e826833fbeb6f67072f3df3c8554a0b10e6
1.69E+16,1.1722E+14,144,57,1430,87,40,0,17,0,0,0.193181818,0,2.526315789,997.8961376,0x00405f7b768a9a6b81e8060a17f0550501acf6be
19.59160777,9.795803886,2,1,1501,1,0,0,1,0,0,0.5,0,2,-0.052058382,0x0040932d4c252856709b24dc406244392d3df400
2.11176E+15,3.5196E+14,6,62,1460,6,0,0,0,0,0,0,0,0.096774194,982.010673,0x0040daac32d83c78546ae36da42a496b28ab09e1
1.21376E+15,1.21376E+15,1,1,1555,1,0,0,0,0,0,0,0,1,904.705861,0x00418b8ea6c6e2d5676f651bf76a368adb845e91
9.36436E+15,6.08075E+13,154,52,1415,43,34,55,22,0,1.571428571,0.5,0,2.961538462,1001.550543,0x0041dac13d9365b4d695fb612950dc71884f8db1
18450.97771,9225.488857,2,1,1446,1,0,0,1,0,0,0.5,0,2,0.7880542,0x0043090d0a3338eb89914ea9af5c529e928a044c
1.109778725,1.109778725,1,1,1455,1,0,0,0,0,0,0,0,1,-0.097221843,0x0043260ff376a32f335de2091e8bd455d74ecef9
1.09906E+12,1.09906E+12,1,1,1460,1,0,0,0,0,0,0,0,1,626.876196,0x00432772ed25d4eb3c6eb26dc461239b35cf8760
